Attendance Date,Employee Code,Department,Begin Time,End Time,In Time,Out Time,Duration,LateBy,EarlyBy,LeaveType,Leave Status,Punch Records,Over Time,Att Status,Status Code,Employee Device Code
16-May-2018,383,Default,09:30,18:30,08:52:24,18:07:07,09:00,00:00,00:23,,0,08:52:24(in);18:07:07(in);,15,Present,P,383
17-May-2018,383,Default,09:30,18:30,09:00:34,,00:00,00:00,00:00,,0,09:00:34(in);,0,Present,P,383
16-May-2018,384,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,384
17-May-2018,384,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,384
16-May-2018,385,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,385
17-May-2018,385,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,385
16-May-2018,386,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,386
17-May-2018,386,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,386
16-May-2018,387,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,387
17-May-2018,387,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,387
16-May-2018,388,Default,09:30,18:30,09:42:57,,00:00,00:00,00:00,,0,09:42:57(in);,0,Present,P,388
17-May-2018,388,Default,09:30,18:30,09:37:43,,00:00,00:00,00:00,,0,09:37:43(in);,0,Present,P,388
16-May-2018,389,Default,09:30,18:30,09:41:09,19:01:37,09:00,00:00,00:00,,0,09:41:09(in);19:01:37(in);,20,Present,P,389
17-May-2018,389,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,389
16-May-2018,390,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,390
17-May-2018,390,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,390
16-May-2018,391,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,391
17-May-2018,391,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,391
16-May-2018,392,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,392
17-May-2018,392,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,392
16-May-2018,393,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,393
17-May-2018,393,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,393
16-May-2018,394,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,394
17-May-2018,394,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,394
16-May-2018,395,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,395
17-May-2018,395,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,395
16-May-2018,396,Default,09:30,18:30,09:48:10,19:01:39,09:00,00:18,00:00,,0,09:48:10(in);19:01:39(in);,13,Present,P,396
17-May-2018,396,Default,09:30,18:30,10:04:52,,00:00,00:35,00:00,,0,10:04:52(in);,0,Present,P,396
16-May-2018,398,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,398
17-May-2018,398,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,398
16-May-2018,399,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,399
17-May-2018,399,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,399
16-May-2018,400,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,400
17-May-2018,400,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,400
16-May-2018,401,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,401
17-May-2018,401,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,401
16-May-2018,402,Default,09:30,18:30,09:49:42,18:52:24,09:00,00:20,00:00,,0,09:49:42(in);13:43:49(in);13:55:22(in);18:52:24(in);,0,Present,P,402
17-May-2018,402,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,402
16-May-2018,403,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,403
17-May-2018,403,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,403
16-May-2018,404,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,404
17-May-2018,404,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,404
16-May-2018,405,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,405
17-May-2018,405,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,405
16-May-2018,406,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,406
17-May-2018,406,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,406
16-May-2018,407,Default,09:30,18:30,09:36:46,18:31:17,08:55,00:00,00:00,,0,09:36:46(in);18:31:17(in);,0,Present,P,407
17-May-2018,407,Default,09:30,18:30,09:44:38,,00:00,00:00,00:00,,0,09:44:38(in);,0,Present,P,407
16-May-2018,408,Default,09:30,18:30,09:24:40,18:32:02,09:00,00:00,00:00,,0,09:24:40(in);18:32:02(in);,0,Present,P,408
17-May-2018,408,Default,09:30,18:30,09:26:02,,00:00,00:00,00:00,,0,09:26:02(in);,0,Present,P,408
16-May-2018,409,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,409
17-May-2018,409,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,409
16-May-2018,410,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,410
17-May-2018,410,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,410
16-May-2018,411,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,411
17-May-2018,411,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,411
16-May-2018,412,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,412
17-May-2018,412,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,412
16-May-2018,413,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,413
17-May-2018,413,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,413
16-May-2018,414,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,414
17-May-2018,414,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,414
16-May-2018,415,Default,09:30,18:30,09:47:47,18:51:58,09:00,00:18,00:00,,0,09:47:47(in);18:51:58(in);,0,Present,P,415
17-May-2018,415,Default,09:30,18:30,09:42:56,,00:00,00:00,00:00,,0,09:42:56(in);,0,Present,P,415
16-May-2018,416,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,416
17-May-2018,416,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,416
16-May-2018,417,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,417
17-May-2018,417,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,417
16-May-2018,418,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,418
17-May-2018,418,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,418
16-May-2018,419,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,419
17-May-2018,419,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,419
16-May-2018,420,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,420
17-May-2018,420,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,420
16-May-2018,421,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,421
17-May-2018,421,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,421
16-May-2018,422,Default,09:30,18:30,09:39:45,19:16:02,09:00,00:00,00:00,,0,09:39:45(in);19:16:02(in);,36,Present,P,422
17-May-2018,422,Default,09:30,18:30,09:45:06,,00:00,00:15,00:00,,0,09:45:06(in);,0,Present,P,422
16-May-2018,423,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,423
17-May-2018,423,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,423
16-May-2018,424,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,424
17-May-2018,424,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,424
16-May-2018,425,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,425
17-May-2018,425,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,425
16-May-2018,426,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,426
17-May-2018,426,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,426
16-May-2018,427,Default,09:30,18:30,10:10:59,18:56:51,08:46,00:41,00:00,,0,10:10:59(in);18:56:51(in);,0,Present,P,427
17-May-2018,427,Default,09:30,18:30,10:04:47,,00:00,00:35,00:00,,0,10:04:47(in);,0,Present,P,427
16-May-2018,428,Default,09:30,18:30,10:10:51,18:56:45,08:46,00:41,00:00,,0,10:10:51(in);18:56:45(in);,0,Present,P,428
17-May-2018,428,Default,09:30,18:30,11:17:54,,00:00,01:48,00:00,,0,11:17:54(in);,0,Present,P,428
16-May-2018,429,Default,09:30,18:30,09:46:15,19:01:34,09:00,00:16,00:00,,0,09:46:15(in);19:01:34(in);,15,Present,P,429
17-May-2018,429,Default,09:30,18:30,09:45:33,,00:00,00:16,00:00,,0,09:45:33(in);,0,Present,P,429
16-May-2018,430,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,430
17-May-2018,430,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,430
16-May-2018,431,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,431
17-May-2018,431,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,431
16-May-2018,432,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,432
17-May-2018,432,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,432
16-May-2018,433,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,433
17-May-2018,433,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,433
16-May-2018,434,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,434
17-May-2018,434,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,434
16-May-2018,435,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,435
17-May-2018,435,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,435
16-May-2018,436,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,436
17-May-2018,436,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,436
16-May-2018,437,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,437
17-May-2018,437,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,437
16-May-2018,438,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,438
17-May-2018,438,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,438
16-May-2018,439,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,439
17-May-2018,439,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,439
16-May-2018,440,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,440
17-May-2018,440,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,440
16-May-2018,450,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,450
17-May-2018,450,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,450
16-May-2018,451,Default,09:30,18:30,09:45:35,18:34:07,08:49,00:16,00:00,,0,09:45:35(in);18:34:07(in);,0,Present,P,451
17-May-2018,451,Default,09:30,18:30,09:53:45,,00:00,00:24,00:00,,0,09:53:45(in);,0,Present,P,451
16-May-2018,452,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,452
17-May-2018,452,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,452
16-May-2018,453,Default,09:30,18:30,09:38:35,19:18:02,09:00,00:00,00:00,,0,09:38:35(in);19:18:02(in);,39,Present,P,453
17-May-2018,453,Default,09:30,18:30,09:39:26,,00:00,00:00,00:00,,0,09:39:26(in);,0,Present,P,453
16-May-2018,454,Default,09:30,18:30,08:54:14,18:18:21,09:00,00:00,00:00,,0,08:54:14(in);18:18:21(in);,24,Present,P,454
17-May-2018,454,Default,09:30,18:30,08:54:58,,00:00,00:00,00:00,,0,08:54:58(in);,0,Present,P,454
16-May-2018,455,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,455
17-May-2018,455,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,455
16-May-2018,456,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,456
17-May-2018,456,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,456
16-May-2018,457,Default,09:30,18:30,09:02:54,,00:00,00:00,00:00,,0,09:02:54(in);,0,Present,P,457
17-May-2018,457,Default,09:30,18:30,09:02:11,,00:00,00:00,00:00,,0,09:02:11(in);,0,Present,P,457
16-May-2018,458,Default,09:30,18:30,08:55:54,18:18:04,09:00,00:00,00:00,,0,08:55:54(in);18:18:04(in);,22,Present,P,458
17-May-2018,458,Default,09:30,18:30,08:53:11,,00:00,00:00,00:00,,0,08:53:11(in);,0,Present,P,458
16-May-2018,2000,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2000
17-May-2018,2000,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2000
16-May-2018,2001,Default,09:30,18:30,08:55:24,21:26:07,09:00,00:00,00:00,,0,08:55:24(in);21:26:07(in);,211,Present,P,2001
17-May-2018,2001,Default,09:30,18:30,09:00:19,,00:00,00:00,00:00,,0,09:00:19(in);,0,Present,P,2001
16-May-2018,2002,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2002
17-May-2018,2002,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2002
16-May-2018,2003,Default,09:30,18:30,08:51:15,20:27:33,09:00,00:00,00:00,,0,08:51:15(in);20:27:33(in);,156,Present,P,2003
17-May-2018,2003,Default,09:30,18:30,08:58:46,,00:00,00:00,00:00,,0,08:58:46(in);,0,Present,P,2003
16-May-2018,2004,Default,09:30,18:30,08:59:22,21:28:22,09:00,00:00,00:00,,0,08:59:22(in);21:28:22(in);,209,Present,P,2004
17-May-2018,2004,Default,09:30,18:30,08:59:35,,00:00,00:00,00:00,,0,08:59:35(in);,0,Present,P,2004
16-May-2018,2005,Default,09:30,18:30,08:52:56,21:25:41,09:00,00:00,00:00,,0,08:52:56(in);21:25:41(in);,213,Present,P,2005
17-May-2018,2005,Default,09:30,18:30,08:45:54,,00:00,00:00,00:00,,0,08:45:54(in);,0,Present,P,2005
16-May-2018,2006,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2006
17-May-2018,2006,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2006
16-May-2018,2007,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2007
17-May-2018,2007,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2007
16-May-2018,2008,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2008
17-May-2018,2008,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2008
16-May-2018,2009,Default,09:30,18:30,08:55:17,21:24:40,09:00,00:00,00:00,,0,08:55:17(in);21:24:40(in);,209,Present,P,2009
17-May-2018,2009,Default,09:30,18:30,08:54:09,,00:00,00:00,00:00,,0,08:54:09(in);,0,Present,P,2009
16-May-2018,2010,Default,09:30,18:30,08:59:11,,00:00,00:00,00:00,,0,08:59:11(in);,0,Present,P,2010
17-May-2018,2010,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2010
16-May-2018,2011,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2011
17-May-2018,2011,Default,09:30,18:30,08:59:59,,00:00,00:00,00:00,,0,08:59:59(in);,0,Present,P,2011
16-May-2018,2012,Default,09:30,18:30,08:20:10,20:31:09,09:00,00:00,00:00,,0,08:20:10(in);20:31:09(in);,191,Present,P,2012
17-May-2018,2012,Default,09:30,18:30,08:31:33,,00:00,00:00,00:00,,0,08:31:33(in);,0,Present,P,2012
16-May-2018,2013,Default,09:30,18:30,08:41:57,21:24:56,09:00,00:00,00:00,,0,08:41:57(in);21:24:56(in);,223,Present,P,2013
17-May-2018,2013,Default,09:30,18:30,08:45:06,,00:00,00:00,00:00,,0,08:45:06(in);,0,Present,P,2013
16-May-2018,2014,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2014
17-May-2018,2014,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2014
16-May-2018,2015,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2015
17-May-2018,2015,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2015
16-May-2018,2016,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2016
17-May-2018,2016,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2016
16-May-2018,2017,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2017
17-May-2018,2017,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2017
16-May-2018,2018,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2018
17-May-2018,2018,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2018
16-May-2018,2019,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2019
17-May-2018,2019,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2019
16-May-2018,2020,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2020
17-May-2018,2020,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2020
16-May-2018,2021,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2021
17-May-2018,2021,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2021
16-May-2018,2022,Default,09:30,18:30,09:01:57,21:30:41,09:00,00:00,00:00,,0,09:01:57(in);21:30:41(in);,209,Present,P,2022
17-May-2018,2022,Default,09:30,18:30,08:54:01,,00:00,00:00,00:00,,0,08:54:01(in);,0,Present,P,2022
16-May-2018,2023,Default,09:30,18:30,08:37:37,18:47:53,09:00,00:00,00:00,,0,08:37:37(in);18:47:53(in);,70,Present,P,2023
17-May-2018,2023,Default,09:30,18:30,08:38:17,,00:00,00:00,00:00,,0,08:38:17(in);,0,Present,P,2023
16-May-2018,2024,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2024
17-May-2018,2024,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2024
16-May-2018,2025,Default,09:30,18:30,08:30:57,18:55:49,09:00,00:00,00:00,,0,08:30:57(in);18:55:49(in);,85,Present,P,2025
17-May-2018,2025,Default,09:30,18:30,08:37:59,,00:00,00:00,00:00,,0,08:37:59(in);,0,Present,P,2025
16-May-2018,2026,Default,09:30,18:30,08:29:18,18:55:43,09:00,00:00,00:00,,0,08:29:18(in);18:55:43(in);,86,Present,P,2026
17-May-2018,2026,Default,09:30,18:30,08:44:31,,00:00,00:00,00:00,,0,08:44:31(in);,0,Present,P,2026
16-May-2018,2027,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2027
17-May-2018,2027,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2027
16-May-2018,2028,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2028
17-May-2018,2028,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2028
16-May-2018,2029,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2029
17-May-2018,2029,Default,09:30,18:30,08:54:25,,00:00,00:00,00:00,,0,08:54:25(in);,0,Present,P,2029
16-May-2018,2030,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2030
17-May-2018,2030,Default,09:30,18:30,08:55:28,,00:00,00:00,00:00,,0,08:55:28(in);,0,Present,P,2030
16-May-2018,2031,Default,09:30,18:30,08:52:03,21:26:38,09:00,00:00,00:00,,0,08:52:03(in);21:26:38(in);,215,Present,P,2031
17-May-2018,2031,Default,09:30,18:30,08:56:34,,00:00,00:00,00:00,,0,08:56:34(in);,0,Present,P,2031
16-May-2018,2032,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2032
17-May-2018,2032,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2032
16-May-2018,2033,Default,09:30,18:30,08:58:16,21:26:45,09:00,00:00,00:00,,0,08:58:16(in);21:26:45(in);,208,Present,P,2033
17-May-2018,2033,Default,09:30,18:30,09:03:13,,00:00,00:00,00:00,,0,09:03:13(in);,0,Present,P,2033
16-May-2018,2034,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2034
17-May-2018,2034,Default,09:30,18:30,08:24:24,,00:00,00:00,00:00,,0,08:24:24(in);,0,Present,P,2034
16-May-2018,2035,Default,09:30,18:30,08:34:03,18:39:22,09:00,00:00,00:00,,0,08:34:03(in);18:39:22(in);,65,Present,P,2035
17-May-2018,2035,Default,09:30,18:30,08:33:10,,00:00,00:00,00:00,,0,08:33:10(in);,0,Present,P,2035
16-May-2018,2036,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2036
17-May-2018,2036,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2036
16-May-2018,2037,Default,09:30,18:30,08:30:23,18:39:12,09:00,00:00,00:00,,0,08:30:23(in);18:39:12(in);,69,Present,P,2037
17-May-2018,2037,Default,09:30,18:30,08:38:04,,00:00,00:00,00:00,,0,08:38:04(in);,0,Present,P,2037
16-May-2018,2038,Default,09:30,18:30,08:56:15,21:26:23,09:00,00:00,00:00,,0,08:56:15(in);21:26:23(in);,210,Present,P,2038
17-May-2018,2038,Default,09:30,18:30,08:43:35,,00:00,00:00,00:00,,0,08:43:35(in);,0,Present,P,2038
16-May-2018,2039,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2039
17-May-2018,2039,Default,09:30,18:30,08:44:42,13:05:45,04:21,00:00,05:24,,0,08:44:42(in);13:05:45(in);,0,1/2Present,1/2P,2039
16-May-2018,2040,Default,09:30,18:30,08:30:07,18:50:55,09:00,00:00,00:00,,0,08:30:07(in);18:50:55(in);,81,Present,P,2040
17-May-2018,2040,Default,09:30,18:30,08:37:38,,00:00,00:00,00:00,,0,08:37:38(in);,0,Present,P,2040
16-May-2018,2041,Default,09:30,18:30,08:34:15,18:39:04,09:00,00:00,00:00,,0,08:34:15(in);18:39:04(in);,65,Present,P,2041
17-May-2018,2041,Default,09:30,18:30,08:31:05,,00:00,00:00,00:00,,0,08:31:05(in);,0,Present,P,2041
16-May-2018,2042,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2042
17-May-2018,2042,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2042
16-May-2018,2043,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2043
17-May-2018,2043,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2043
16-May-2018,2044,Default,09:30,18:30,09:08:31,21:40:48,09:00,00:00,00:00,,0,09:08:31(in);21:40:48(in);,212,Present,P,2044
17-May-2018,2044,Default,09:30,18:30,11:13:27,,00:00,01:43,00:00,,0,11:13:27(in);,0,Present,P,2044
