Attendance Date,Employee Code,Department,Begin Time,End Time,In Time,Out Time,Duration,LateBy,EarlyBy,LeaveType,Leave Status,Punch Records,Over Time,Att Status,Status Code,Employee Device Code
16-May-2018,2045,Default,09:30,18:30,09:00:07,21:27:49,09:00,00:00,00:00,,0,09:00:07(in);21:27:49(in);,208,Present,P,2045
17-May-2018,2045,Default,09:30,18:30,09:00:51,,00:00,00:00,00:00,,0,09:00:51(in);,0,Present,P,2045
16-May-2018,2046,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2046
17-May-2018,2046,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2046
16-May-2018,2047,Default,09:30,18:30,08:56:22,21:24:49,09:00,00:00,00:00,,0,08:56:22(in);21:24:49(in);,208,Present,P,2047
17-May-2018,2047,Default,09:30,18:30,09:00:13,,00:00,00:00,00:00,,0,09:00:13(in);,0,Present,P,2047
16-May-2018,2048,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2048
17-May-2018,2048,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2048
16-May-2018,2049,Default,09:30,18:30,08:54:16,21:24:22,09:00,00:00,00:00,,0,08:54:16(in);21:24:22(in);,210,Present,P,2049
17-May-2018,2049,Default,09:30,18:30,08:56:24,,00:00,00:00,00:00,,0,08:56:24(in);,0,Present,P,2049
16-May-2018,2050,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2050
17-May-2018,2050,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2050
16-May-2018,2051,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2051
17-May-2018,2051,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2051
16-May-2018,2052,Default,09:30,18:30,08:58:46,,00:00,00:00,00:00,,0,08:58:46(in);,0,Present,P,2052
17-May-2018,2052,Default,09:30,18:30,09:02:57,,00:00,00:00,00:00,,0,09:02:57(in);,0,Present,P,2052
16-May-2018,2053,Default,09:30,18:30,08:57:57,,00:00,00:00,00:00,,0,08:57:57(in);,0,Present,P,2053
17-May-2018,2053,Default,09:30,18:30,08:58:51,,00:00,00:00,00:00,,0,08:58:51(in);,0,Present,P,2053
16-May-2018,2054,Default,09:30,18:30,08:55:30,21:30:50,09:00,00:00,00:00,,0,08:55:30(in);21:30:50(in);,215,Present,P,2054
17-May-2018,2054,Default,09:30,18:30,08:59:39,,00:00,00:00,00:00,,0,08:59:39(in);,0,Present,P,2054
16-May-2018,2055,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2055
17-May-2018,2055,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2055
16-May-2018,2056,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2056
17-May-2018,2056,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2056
16-May-2018,2057,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2057
17-May-2018,2057,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2057
16-May-2018,2058,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2058
17-May-2018,2058,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2058
16-May-2018,2059,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2059
17-May-2018,2059,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2059
16-May-2018,2060,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2060
17-May-2018,2060,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2060
16-May-2018,2061,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2061
17-May-2018,2061,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2061
16-May-2018,2062,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2062
17-May-2018,2062,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2062
16-May-2018,2063,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2063
17-May-2018,2063,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2063
16-May-2018,2064,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2064
17-May-2018,2064,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2064
16-May-2018,2065,Default,09:30,18:30,09:00:48,,00:00,00:00,00:00,,0,09:00:48(in);,0,Present,P,2065
17-May-2018,2065,Default,09:30,18:30,09:00:57,,00:00,00:00,00:00,,0,09:00:57(in);,0,Present,P,2065
16-May-2018,2066,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2066
17-May-2018,2066,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2066
16-May-2018,2067,Default,09:30,18:30,08:55:52,21:28:28,09:00,00:00,00:00,,0,08:55:52(in);21:28:28(in);,213,Present,P,2067
17-May-2018,2067,Default,09:30,18:30,08:49:40,,00:00,00:00,00:00,,0,08:49:40(in);,0,Present,P,2067
16-May-2018,2068,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2068
17-May-2018,2068,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2068
16-May-2018,2069,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2069
17-May-2018,2069,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2069
16-May-2018,2070,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2070
17-May-2018,2070,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2070
16-May-2018,2071,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2071
17-May-2018,2071,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2071
16-May-2018,2072,Default,09:30,18:30,21:00:08,,00:00,11:30,00:00,,0,21:00:08(in);,0,Present,P,2072
17-May-2018,2072,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2072
16-May-2018,2073,Default,09:30,18:30,08:47:23,21:25:28,09:00,00:00,00:00,,0,08:47:23(in);21:25:28(in);,218,Present,P,2073
17-May-2018,2073,Default,09:30,18:30,08:46:58,,00:00,00:00,00:00,,0,08:46:58(in);,0,Present,P,2073
16-May-2018,2074,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2074
17-May-2018,2074,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2074
16-May-2018,2075,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2075
17-May-2018,2075,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2075
16-May-2018,2076,Default,09:30,18:30,08:34:33,21:28:17,09:00,00:00,00:00,,0,08:34:33(in);21:28:17(in);,234,Present,P,2076
17-May-2018,2076,Default,09:30,18:30,08:31:50,,00:00,00:00,00:00,,0,08:31:50(in);,0,Present,P,2076
16-May-2018,2077,Default,09:30,18:30,08:59:39,21:28:12,09:00,00:00,00:00,,0,08:59:39(in);21:28:12(in);,209,Present,P,2077
17-May-2018,2077,Default,09:30,18:30,09:00:23,,00:00,00:00,00:00,,0,09:00:23(in);,0,Present,P,2077
16-May-2018,2078,Default,09:30,18:30,08:58:58,20:31:41,09:00,00:00,00:00,,0,08:58:58(in);20:31:41(in);,153,Present,P,2078
17-May-2018,2078,Default,09:30,18:30,08:59:25,,00:00,00:00,00:00,,0,08:59:25(in);,0,Present,P,2078
16-May-2018,2079,Default,09:30,18:30,08:53:05,,00:00,00:00,00:00,,0,08:53:05(in);,0,Present,P,2079
17-May-2018,2079,Default,09:30,18:30,08:56:03,,00:00,00:00,00:00,,0,08:56:03(in);,0,Present,P,2079
16-May-2018,2080,Default,09:30,18:30,09:02:30,,00:00,00:00,00:00,,0,09:02:30(in);,0,Present,P,2080
17-May-2018,2080,Default,09:30,18:30,09:00:38,,00:00,00:00,00:00,,0,09:00:38(in);,0,Present,P,2080
16-May-2018,2081,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2081
17-May-2018,2081,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2081
16-May-2018,2082,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2082
17-May-2018,2082,Default,09:30,18:30,08:52:09,,00:00,00:00,00:00,,0,08:52:09(in);,0,Present,P,2082
16-May-2018,2083,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2083
17-May-2018,2083,Default,09:30,18:30,08:51:58,,00:00,00:00,00:00,,0,08:51:58(in);,0,Present,P,2083
16-May-2018,2084,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2084
17-May-2018,2084,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2084
16-May-2018,2085,Default,09:30,18:30,08:56:08,21:24:16,09:00,00:00,00:00,,0,08:56:08(in);21:24:16(in);,208,Present,P,2085
17-May-2018,2085,Default,09:30,18:30,08:55:23,,00:00,00:00,00:00,,0,08:55:23(in);,0,Present,P,2085
16-May-2018,2086,Default,09:30,18:30,21:29:53,,00:00,12:00,00:00,,0,21:29:53(in);,0,Present,P,2086
17-May-2018,2086,Default,09:30,18:30,08:45:43,,00:00,00:00,00:00,,0,08:45:43(in);,0,Present,P,2086
16-May-2018,2087,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2087
17-May-2018,2087,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2087
16-May-2018,2088,Default,09:30,18:30,08:57:30,19:35:58,09:00,00:00,00:00,,0,08:57:30(in);19:35:58(in);,98,Present,P,2088
17-May-2018,2088,Default,09:30,18:30,09:00:28,,00:00,00:00,00:00,,0,09:00:28(in);,0,Present,P,2088
16-May-2018,2089,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2089
17-May-2018,2089,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2089
16-May-2018,2090,Default,09:30,18:30,08:59:49,,00:00,00:00,00:00,,0,08:59:49(in);,0,Present,P,2090
17-May-2018,2090,Default,09:30,18:30,08:58:24,,00:00,00:00,00:00,,0,08:58:24(in);,0,Present,P,2090
16-May-2018,2091,Default,09:30,18:30,09:01:10,16:51:58,07:51,00:00,01:38,,0,09:01:10(in);16:51:58(in);,0,1/2Present,1/2P,2091
17-May-2018,2091,Default,09:30,18:30,09:02:46,,00:00,00:00,00:00,,0,09:02:46(in);,0,Present,P,2091
16-May-2018,2092,Default,09:30,18:30,09:11:11,20:12:34,09:00,00:00,00:00,,0,09:11:11(in);20:12:34(in);,121,Present,P,2092
17-May-2018,2092,Default,09:30,18:30,09:06:21,,00:00,00:00,00:00,,0,09:06:21(in);,0,Present,P,2092
16-May-2018,2093,Default,09:30,18:30,08:53:12,21:27:44,09:00,00:00,00:00,,0,08:53:12(in);21:27:44(in);,215,Present,P,2093
17-May-2018,2093,Default,09:30,18:30,08:58:28,,00:00,00:00,00:00,,0,08:58:28(in);,0,Present,P,2093
16-May-2018,2094,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2094
17-May-2018,2094,Default,09:30,18:30,08:50:53,,00:00,00:00,00:00,,0,08:50:53(in);,0,Present,P,2094
16-May-2018,2095,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2095
17-May-2018,2095,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2095
16-May-2018,2096,Default,09:30,18:30,08:30:12,18:50:50,09:00,00:00,00:00,,0,08:30:12(in);18:50:50(in);,81,Present,P,2096
17-May-2018,2096,Default,09:30,18:30,08:31:43,,00:00,00:00,00:00,,0,08:31:43(in);,0,Present,P,2096
16-May-2018,2097,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2097
17-May-2018,2097,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2097
16-May-2018,2098,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2098
17-May-2018,2098,Default,09:30,18:30,08:54:57,,00:00,00:00,00:00,,0,08:54:57(in);,0,Present,P,2098
16-May-2018,2099,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2099
17-May-2018,2099,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2099
16-May-2018,2100,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2100
17-May-2018,2100,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2100
16-May-2018,2101,Default,09:30,18:30,10:07:18,19:31:21,09:00,00:37,00:00,,0,10:07:18(in);19:31:21(in);,24,Present,P,2101
17-May-2018,2101,Default,09:30,18:30,10:17:19,,00:00,00:47,00:00,,0,10:17:19(in);,0,Present,P,2101
16-May-2018,2102,Default,09:30,18:30,09:02:55,18:52:19,09:00,00:00,00:00,,0,09:02:55(in);18:52:19(in);,49,Present,P,2102
17-May-2018,2102,Default,09:30,18:30,09:00:07,,00:00,00:00,00:00,,0,09:00:07(in);,0,Present,P,2102
16-May-2018,2103,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2103
17-May-2018,2103,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2103
16-May-2018,2104,Default,09:30,18:30,09:04:03,19:19:16,09:00,00:00,00:00,,0,09:04:03(in);19:19:16(in);,75,Present,P,2104
17-May-2018,2104,Default,09:30,18:30,09:04:00,,00:00,00:00,00:00,,0,09:04:00(in);,0,Present,P,2104
16-May-2018,2105,Default,09:30,18:30,08:50:18,20:20:25,09:00,00:00,00:00,,0,08:50:18(in);20:20:25(in);,150,Present,P,2105
17-May-2018,2105,Default,09:30,18:30,08:59:31,,00:00,00:00,00:00,,0,08:59:31(in);,0,Present,P,2105
16-May-2018,2106,Default,09:30,18:30,09:10:08,18:53:49,09:00,00:00,00:00,,0,09:10:08(in);18:11:55(in);18:53:49(in);,44,Present,P,2106
17-May-2018,2106,Default,09:30,18:30,09:05:24,,00:00,00:00,00:00,,0,09:05:24(in);,0,Present,P,2106
16-May-2018,2107,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2107
17-May-2018,2107,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2107
16-May-2018,2108,Default,09:30,18:30,08:59:55,,00:00,00:00,00:00,,0,08:59:55(in);,0,Present,P,2108
17-May-2018,2108,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2108
16-May-2018,2109,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2109
17-May-2018,2109,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2109
16-May-2018,2110,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2110
17-May-2018,2110,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2110
16-May-2018,2111,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2111
17-May-2018,2111,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2111
16-May-2018,2112,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2112
17-May-2018,2112,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2112
16-May-2018,2113,Default,09:30,18:30,09:00:32,21:26:30,09:00,00:00,00:00,,0,09:00:32(in);21:26:30(in);,206,Present,P,2113
17-May-2018,2113,Default,09:30,18:30,08:58:42,,00:00,00:00,00:00,,0,08:58:42(in);,0,Present,P,2113
16-May-2018,2114,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2114
17-May-2018,2114,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2114
16-May-2018,2115,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2115
17-May-2018,2115,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2115
16-May-2018,2116,Default,09:30,18:30,10:49:15,,00:00,01:19,00:00,,0,10:49:15(in);,0,Present,P,2116
17-May-2018,2116,Default,09:30,18:30,10:18:54,,00:00,00:49,00:00,,0,10:18:54(in);,0,Present,P,2116
16-May-2018,2117,Default,09:30,18:30,08:59:59,21:25:34,09:00,00:00,00:00,,0,08:59:59(in);21:25:34(in);,206,Present,P,2117
17-May-2018,2117,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2117
16-May-2018,2118,Default,09:30,18:30,08:59:34,,00:00,00:00,00:00,,0,08:59:34(in);,0,Present,P,2118
17-May-2018,2118,Default,09:30,18:30,08:57:58,,00:00,00:00,00:00,,0,08:57:58(in);,0,Present,P,2118
16-May-2018,2119,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2119
17-May-2018,2119,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2119
16-May-2018,2120,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2120
17-May-2018,2120,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2120
16-May-2018,2121,Default,09:30,18:30,09:12:00,20:52:47,09:00,00:00,00:00,,0,09:12:00(in);20:52:47(in);,161,Present,P,2121
17-May-2018,2121,Default,09:30,18:30,09:35:14,,00:00,00:00,00:00,,0,09:35:14(in);,0,Present,P,2121
16-May-2018,2122,Default,09:30,18:30,08:59:30,21:26:14,09:00,00:00,00:00,,0,08:59:30(in);21:26:14(in);,207,Present,P,2122
17-May-2018,2122,Default,09:30,18:30,08:57:53,,00:00,00:00,00:00,,0,08:57:53(in);,0,Present,P,2122
16-May-2018,2123,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2123
17-May-2018,2123,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2123
16-May-2018,2124,Default,09:30,18:30,08:48:04,,00:00,00:00,00:00,,0,08:48:04(in);,0,Present,P,2124
17-May-2018,2124,Default,09:30,18:30,08:57:05,,00:00,00:00,00:00,,0,08:57:05(in);,0,Present,P,2124
16-May-2018,2125,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2125
17-May-2018,2125,Default,09:30,18:30,08:45:16,,00:00,00:00,00:00,,0,08:45:16(in);,0,Present,P,2125
16-May-2018,2126,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2126
17-May-2018,2126,Default,09:30,18:30,08:51:13,,00:00,00:00,00:00,,0,08:51:13(in);,0,Present,P,2126
16-May-2018,2127,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2127
17-May-2018,2127,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2127
16-May-2018,2128,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2128
17-May-2018,2128,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2128
16-May-2018,2129,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2129
17-May-2018,2129,Default,09:30,18:30,08:32:27,,00:00,00:00,00:00,,0,08:32:27(in);,0,Present,P,2129
16-May-2018,2144,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2144
17-May-2018,2144,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2144
16-May-2018,2147,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2147
17-May-2018,2147,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2147
16-May-2018,2148,Default,09:30,18:30,09:00:03,21:37:47,09:00,00:00,00:00,,0,09:00:03(in);21:37:47(in);,218,Present,P,2148
17-May-2018,2148,Default,09:30,18:30,09:01:32,,00:00,00:00,00:00,,0,09:01:32(in);,0,Present,P,2148
16-May-2018,2149,Default,09:30,18:30,08:37:44,21:24:30,09:00,00:00,00:00,,0,08:37:44(in);21:24:30(in);,227,Present,P,2149
17-May-2018,2149,Default,09:30,18:30,08:42:52,,00:00,00:00,00:00,,0,08:42:52(in);,0,Present,P,2149
16-May-2018,2150,Default,09:30,18:30,09:05:31,20:55:52,09:00,00:00,00:00,,0,09:05:31(in);20:55:52(in);,170,Present,P,2150
17-May-2018,2150,Default,09:30,18:30,09:05:18,,00:00,00:00,00:00,,0,09:05:18(in);,0,Present,P,2150
16-May-2018,2151,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2151
17-May-2018,2151,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2151
16-May-2018,2152,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2152
17-May-2018,2152,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2152
16-May-2018,2153,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2153
17-May-2018,2153,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2153
16-May-2018,2154,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2154
17-May-2018,2154,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2154
16-May-2018,2155,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2155
17-May-2018,2155,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2155
16-May-2018,2156,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2156
17-May-2018,2156,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2156
16-May-2018,2157,Default,09:30,18:30,08:38:18,18:00:36,09:00,00:00,00:29,,0,08:38:18(in);18:00:36(in);,22,Present,P,2157
17-May-2018,2157,Default,09:30,18:30,08:39:13,13:31:04,04:52,00:00,04:59,,0,08:39:13(in);13:31:04(in);,0,1/2Present,1/2P,2157
16-May-2018,2158,Default,09:30,18:30,08:52:19,20:26:36,09:00,00:00,00:00,,0,08:52:19(in);20:26:36(in);,154,Present,P,2158
17-May-2018,2158,Default,09:30,18:30,08:58:34,,00:00,00:00,00:00,,0,08:58:34(in);,0,Present,P,2158
16-May-2018,2159,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2159
17-May-2018,2159,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2159
16-May-2018,2160,Default,09:30,18:30,09:26:47,18:33:55,09:00,00:00,00:00,,0,09:26:47(in);18:33:55(in);,0,Present,P,2160
17-May-2018,2160,Default,09:30,18:30,08:52:55,,00:00,00:00,00:00,,0,08:52:55(in);,0,Present,P,2160
16-May-2018,2161,Default,09:30,18:30,08:49:33,18:43:41,09:00,00:00,00:00,,0,08:49:33(in);18:43:41(in);,54,Present,P,2161
17-May-2018,2161,Default,09:30,18:30,08:58:38,,00:00,00:00,00:00,,0,08:58:38(in);,0,Present,P,2161
16-May-2018,2162,Default,09:30,18:30,08:58:36,17:44:57,08:46,00:00,00:45,,0,08:58:36(in);17:44:57(in);,0,Present,P,2162
17-May-2018,2162,Default,09:30,18:30,08:58:19,,00:00,00:00,00:00,,0,08:58:19(in);,0,Present,P,2162
16-May-2018,2163,Default,09:30,18:30,09:05:22,18:39:28,09:00,00:00,00:00,,0,09:05:22(in);18:39:28(in);,34,Present,P,2163
17-May-2018,2163,Default,09:30,18:30,08:53:29,,00:00,00:00,00:00,,0,08:53:29(in);,0,Present,P,2163
16-May-2018,2164,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2164
17-May-2018,2164,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2164
16-May-2018,2165,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2165
17-May-2018,2165,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2165
16-May-2018,2166,Default,09:30,18:30,08:40:10,18:45:17,09:00,00:00,00:00,,0,08:40:10(in);18:45:17(in);,65,Present,P,2166
17-May-2018,2166,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2166
16-May-2018,2167,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2167
17-May-2018,2167,Default,09:30,18:30,,,00:00,00:00,00:00,,0,,0,Absent,A,2167
